,Unnamed: 0.1,Unnamed: 0,artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,git_url,project_owner,project_name,api_url,mandatory_language,pom_exist
1443,4943,232575,com.cnhnb.sdk:agricultural-module,com.cnhnb.sdk:agricultural-module:0.0.2,0.0.2,1593426538000,0,1,1,https://github.com/cnhnkj/java-sdk.git/java-sdk-dependencies/java-sdk-parent/java-sdk-modules/agricultural-module,cnhnkj,java-sdk,https://api.github.com/repos/cnhnkj/java-sdk/languages,Java,True
1444,4948,32101,org.pipservices:pip-services3-container,org.pipservices:pip-services3-container:3.1.2,3.1.2,1655970820000,0,3,2,https://github.com/pip-services3-java/pip-services3-container-java,pip-services3-java,pip-services3-container-java,https://api.github.com/repos/pip-services3-java/pip-services3-container-java/languages,Java,True
1445,4949,151240,com.github.greysoft.naf:greylog-slf4j,com.github.greysoft.naf:greylog-slf4j:2.5.2,2.5.2,1662587168000,0,3,1,https://github.com/greysoft/naf/greylog-slf4j,greysoft,naf,https://api.github.com/repos/greysoft/naf/languages,Java,True
1446,4950,53636,org.apache.maven.plugins:maven-rar-plugin,org.apache.maven.plugins:maven-rar-plugin:3.0.0,3.0.0,1658076116000,0,15,6,https://github.com/apache/maven-rar-plugin/tree/${project.scm.tag},apache,maven-rar-plugin,https://api.github.com/repos/apache/maven-rar-plugin/languages,Java,True
1448,4962,202931,org.jline:jline-terminal,org.jline:jline-terminal:3.26.3,3.26.3,1721213629000,13,3,1,http://github.com/jline/jline3/jline-terminal,jline,jline3,https://api.github.com/repos/jline/jline3/languages,Java,True
1450,4974,209019,org.bedework:bw-util-hibernate,org.bedework:bw-util-hibernate:5.0.4,5.0.4,1717706506000,0,9,5,https://github.com/Bedework/bw-util-hibernate,Bedework,bw-util-hibernate,https://api.github.com/repos/Bedework/bw-util-hibernate/languages,Java,True
1451,4978,332438,com.github.pardhumadipalli:banwords-maven-plugin,com.github.pardhumadipalli:banwords-maven-plugin:0.0.3,0.0.3,1653428552000,0,5,1,https://github.com/PardhuMadipalli/banwords-maven-plugin,PardhuMadipalli,banwords-maven-plugin,https://api.github.com/repos/PardhuMadipalli/banwords-maven-plugin/languages,Java,True
1452,4980,491004,com.elrond:erdjava,com.elrond:erdjava:1.0.4,1.0.4,1665043187000,0,12,9,https://github.com/ElrondNetwork/elrond-sdk-erdjava/tree/main,ElrondNetwork,elrond-sdk-erdjava,https://api.github.com/repos/ElrondNetwork/elrond-sdk-erdjava/languages,Java,True
1453,4984,402147,com.github.cwdtom:hermes,com.github.cwdtom:hermes:2.3.0,2.3.0,1515384357000,0,4,3,git@github.com:cwdtom/hermes-java.git,cwdtom,hermes-java,https://api.github.com/repos/cwdtom/hermes-java/languages,Java,True
1454,4986,180680,es.iti.wakamiti:wakamiti-maven-plugin,es.iti.wakamiti:wakamiti-maven-plugin:2.5.0,2.5.0,1713351591000,0,10,1,https://github.com/iti-ict/wakamiti/issues/wakamiti-engine/wakamiti-maven-plugin,iti-ict,wakamiti,https://api.github.com/repos/iti-ict/wakamiti/languages,Java,True
1455,4989,195816,org.walkmod:walkmod-override-plugin,org.walkmod:walkmod-override-plugin:1.0.9,1.0.9,1478251154000,0,3,2,https://github.com/rpau/walkmod-override-plugin.git,rpau,walkmod-override-plugin,https://api.github.com/repos/rpau/walkmod-override-plugin/languages,Java,True
1456,4992,150733,br.usp.each.saeg:asm-defuse,br.usp.each.saeg:asm-defuse:0.0.9,0.0.9,1679772508000,4,4,2,https://github.com/saeg/asm-defuse,saeg,asm-defuse,https://api.github.com/repos/saeg/asm-defuse/languages,Java,True
1457,4993,256269,net.avh4.test:junit-nested,net.avh4.test:junit-nested:1.0.1,1.0.1,1376455564000,0,3,1,https://github.com/avh4/junit-nested,avh4,junit-nested,https://api.github.com/repos/avh4/junit-nested/languages,Java,True
1458,4997,493684,biz.aQute.bnd:biz.aQute.bnd.runtime.gogo,biz.aQute.bnd:biz.aQute.bnd.runtime.gogo:7.0.0,7.0.0,1696586130000,0,11,5,https://github.com/bndtools/bnd,bndtools,bnd,https://api.github.com/repos/bndtools/bnd/languages,Java,True
1459,5000,129717,org.graphfoundation.ongdb:ongdb-com,org.graphfoundation.ongdb:ongdb-com:1.0.5,1.0.5,1698422046000,14,13,3,https://github.com/graphfoundation/ongdb,graphfoundation,ongdb,https://api.github.com/repos/graphfoundation/ongdb/languages,Java,True
1460,5001,217776,org.brunocvcunha.ghostme4j:ghostme4j,org.brunocvcunha.ghostme4j:ghostme4j:0.2,0.2,1459556104000,0,5,4,git@github.com:brunocvcunha/ghostme4j.git,brunocvcunha,ghostme4j,https://api.github.com/repos/brunocvcunha/ghostme4j/languages,Java,True
1462,5011,459627,fr.inria.wimmics:kgimport,fr.inria.wimmics:kgimport:3.3.3,3.3.3,1519199828000,0,13,13,https://github.com/Wimmics/corese.git/kgimport,Wimmics,corese,https://api.github.com/repos/Wimmics/corese/languages,Java,True
1465,5015,464711,dev.tuxjsql:hikaricp-cp,dev.tuxjsql:hikaricp-cp:2.1,2.1,1587409674000,0,6,2,https://github.com/tuxjsql/hikaricp-cp,tuxjsql,hikaricp-cp,https://api.github.com/repos/tuxjsql/hikaricp-cp/languages,Java,True
1466,5019,375496,com.itextpdf:itext-xtra,com.itextpdf:itext-xtra:5.5.13.4,5.5.13.4,1718282787000,0,4,3,https://github.com/itext/itextpdf,itext,itextpdf,https://api.github.com/repos/itext/itextpdf/languages,Java,True
1469,5028,328908,io.github.jethronap:jstat,io.github.jethronap:jstat:1.0.0,1.0.0,1583266358000,0,9,7,https://github.com/jethronap/jstat/tree/master,jethronap,jstat,https://api.github.com/repos/jethronap/jstat/languages,Java,True
1472,5034,191413,io.github.mfoo:libyear-maven-plugin,io.github.mfoo:libyear-maven-plugin:1.1.0,1.1.0,1715277380000,0,26,7,https://github.com/mfoo/libyear-maven-plugin/tree/main,mfoo,libyear-maven-plugin,https://api.github.com/repos/mfoo/libyear-maven-plugin/languages,Java,True
1473,5035,232464,com.helger.commons:ph-less-commons,com.helger.commons:ph-less-commons:11.1.6,11.1.6,1712672648000,0,6,5,https://github.com/phax/ph-commons/ph-less-commons,phax,ph-commons,https://api.github.com/repos/phax/ph-commons/languages,Java,True
1475,5040,237877,com.sendinblue:sib-api-v3-sdk,com.sendinblue:sib-api-v3-sdk:7.0.0,7.0.0,1682420920000,0,10,9,https://github.com/sendinblue/APIv3-java-library,sendinblue,APIv3-java-library,https://api.github.com/repos/sendinblue/APIv3-java-library/languages,Java,True
1478,5049,404874,de.codecentric.mule.modules:assert-object-equals-module,de.codecentric.mule.modules:assert-object-equals-module:1.2.0,1.2.0,1721389497000,0,21,4,scm:git:git@github.com:rbutenuth/assert-object-equals-module.git,rbutenuth,assert-object-equals-module,https://api.github.com/repos/rbutenuth/assert-object-equals-module/languages,Java,True
1479,5060,23293,exchange.core2:orderbook,exchange.core2:orderbook:0.7.0,0.7.0,1600006129000,0,11,3,https://github.com/exchange-core/orderbook.git,exchange-core,orderbook,https://api.github.com/repos/exchange-core/orderbook/languages,Java,True
1485,5091,350897,com.formulasearchengine:mathmlquerygenerator,com.formulasearchengine:mathmlquerygenerator:1.0.0,1.0.0,1489859995000,0,4,3,git@github.com:physikerwelt/MathMLQueryGenerator.git,physikerwelt,MathMLQueryGenerator,https://api.github.com/repos/physikerwelt/MathMLQueryGenerator/languages,Java,True
1487,5107,319112,org.restcomm.smpp:ch-commons-gsm,org.restcomm.smpp:ch-commons-gsm:7.0.6,7.0.6,1479738849000,0,4,1,https://github.com/twitter/cloudhopper-commons,twitter,cloudhopper-commons,https://api.github.com/repos/twitter/cloudhopper-commons/languages,Java,True
1490,5116,522163,com.google.code.sqlsheet:sqlsheet,com.google.code.sqlsheet:sqlsheet:7.1,7.1,1573801465000,0,8,3,https://github.com/panchmp/sqlsheet,panchmp,sqlsheet,https://api.github.com/repos/panchmp/sqlsheet/languages,Java,True
1492,5123,492974,com.google.cloud:spring-cloud-gcp-storage,com.google.cloud:spring-cloud-gcp-storage:5.5.1,5.5.1,1723738033000,4,4,4,https://github.com/GoogleCloudPlatform/spring-cloud-gcp/spring-cloud-gcp-storage,GoogleCloudPlatform,spring-cloud-gcp,https://api.github.com/repos/GoogleCloudPlatform/spring-cloud-gcp/languages,Java,True
1493,5127,183511,nl.basjes.parse.useragent:yauaa-flink,nl.basjes.parse.useragent:yauaa-flink:7.27.0,7.27.0,1724509719000,0,12,1,https://github.com/nielsbasjes/yauaa,nielsbasjes,yauaa,https://api.github.com/repos/nielsbasjes/yauaa/languages,Java,True
1494,5128,66048,org.springframework.cloud:spring-cloud-starter-kubernetes-all,org.springframework.cloud:spring-cloud-starter-kubernetes-all:1.1.10.RELEASE,1.1.10.RELEASE,1625582881000,0,5,5,https://github.com/spring-cloud/spring-cloud-kubernetes/spring-cloud-starter-kubernetes-all,spring-cloud,spring-cloud-kubernetes,https://api.github.com/repos/spring-cloud/spring-cloud-kubernetes/languages,Java,True
1496,5134,132693,pl.wavesoftware:eid-exceptions,pl.wavesoftware:eid-exceptions:2.0.0,2.0.0,1546117762000,0,8,1,https://github.com/wavesoftware/java-eid-exceptions,wavesoftware,java-eid-exceptions,https://api.github.com/repos/wavesoftware/java-eid-exceptions/languages,Java,True
1498,5137,50323,org.lastaflute.job:lasta-job,org.lastaflute.job:lasta-job:2.0.0,2.0.0,1724247945000,1,6,2,git@github.com:lastaflute/lasta-job.git,lastaflute,lasta-job,https://api.github.com/repos/lastaflute/lasta-job/languages,Java,True
1501,5159,68705,com.sap.oss.phosphor:fosstars-rating-core,com.sap.oss.phosphor:fosstars-rating-core:1.14.0,1.14.0,1692102639000,0,22,20,http://github.com/SAP/fosstars-rating-core/tree/master,SAP,fosstars-rating-core,https://api.github.com/repos/SAP/fosstars-rating-core/languages,Java,True
1503,5166,449963,com.aliyun.dts:dts-client,com.aliyun.dts:dts-client:1.1.15,1.1.15,1715341423000,1,5,5,https://github.com/aliyun/aliyun-dts-subscribe-sdk-java,aliyun,aliyun-dts-subscribe-sdk-java,https://api.github.com/repos/aliyun/aliyun-dts-subscribe-sdk-java/languages,Java,True
1504,5167,436649,com.zaxxer:influx4j,com.zaxxer:influx4j:2.15,2.15,1666592519000,0,5,3,git@github.com:brettwooldridge/influx4j.git,brettwooldridge,influx4j,https://api.github.com/repos/brettwooldridge/influx4j/languages,Java,True
1506,5174,453211,com.github.gquintana.beepbeep:beepbeep,com.github.gquintana.beepbeep:beepbeep:0.3.0,0.3.0,1547658742000,0,11,5,https://github.com/gquintana/beepbeep.git,gquintana,beepbeep,https://api.github.com/repos/gquintana/beepbeep/languages,Java,True
1507,5175,71365,com.iakuil:ez-mapper-core,com.iakuil:ez-mapper-core:0.0.3-RELEASE,0.0.3-RELEASE,1611208959000,0,6,4,https://github.com/liukai237/ez-mapper-core,liukai237,ez-mapper-core,https://api.github.com/repos/liukai237/ez-mapper-core/languages,Java,True
1510,5185,527138,org.eclipse.esmf:esmf-sdk-parent,org.eclipse.esmf:esmf-sdk-parent:2.9.5,2.9.5,1723637499000,0,5,5,https://github.com/eclipse-esmf/esmf-sdk,eclipse-esmf,esmf-sdk,https://api.github.com/repos/eclipse-esmf/esmf-sdk/languages,Java,True
1511,5188,357148,com.closure-sys:freezedry,com.closure-sys:freezedry:0.3.1,0.3.1,1395713897000,0,11,3,git@github.com:robphilipp/freezedry.git,robphilipp,freezedry,https://api.github.com/repos/robphilipp/freezedry/languages,Java,True
1512,5193,208619,com.google.api.grpc:proto-google-cloud-security-private-ca-v1beta1,com.google.api.grpc:proto-google-cloud-security-private-ca-v1beta1:0.57.0,0.57.0,1724286596000,2,12,12,https://github.com/googleapis/google-cloud-java,googleapis,google-cloud-java,https://api.github.com/repos/googleapis/google-cloud-java/languages,Java,True
1514,5201,214165,org.openbase.bco:psc.control,org.openbase.bco:psc.control:1.6.0,1.6.0,1517885237000,0,2,2,https://github.com/openbase/bco.psc/wiki,openbase,bco.psc,https://api.github.com/repos/openbase/bco.psc/languages,Java,True
1515,5202,107607,io.bitbucket.supportomateinc.servlet.sip:sip-servlets-application-router,io.bitbucket.supportomateinc.servlet.sip:sip-servlets-application-router:3.2.0-100,3.2.0-100,1646699977000,0,6,2,https://github.com/RestComm/sip-servlets,RestComm,sip-servlets,https://api.github.com/repos/RestComm/sip-servlets/languages,Java,True
1519,5211,170707,com.blibli.oss:kafka-plugin,com.blibli.oss:kafka-plugin:2.1.0,2.1.0,1621243802000,0,10,1,https://github.com/bliblidotcom/kafka-plugin,bliblidotcom,kafka-plugin,https://api.github.com/repos/bliblidotcom/kafka-plugin/languages,Java,True
1521,5215,631439,com.exoscale.sdk:sdk,com.exoscale.sdk:sdk:0.0.2-ALPHA,0.0.2-ALPHA,1724182119000,0,8,6,https://github.com/exoscale/exoscale4j,exoscale,exoscale4j,https://api.github.com/repos/exoscale/exoscale4j/languages,Java,True
1522,5217,126045,io.evitadb:evita_root,io.evitadb:evita_root:2024.9.1,2024.9.1,1724679751000,0,6,1,scm:git:ssh://git@github.com/FgForrest/evitaDB,FgForrest,evitaDB,https://api.github.com/repos/FgForrest/evitaDB/languages,Java,True
1523,5218,423240,com.github.chenhaiyangs:rpc-tcc-transaction-core,com.github.chenhaiyangs:rpc-tcc-transaction-core:1.2.0,1.2.0,1551693874000,0,9,8,https://github.com/chenhaiyangs/rpc-tcc-transaction.git,chenhaiyangs,rpc-tcc-transaction,https://api.github.com/repos/chenhaiyangs/rpc-tcc-transaction/languages,Java,True
1526,5225,432459,org.graylog:jadconfig,org.graylog:jadconfig:0.15.0,0.15.0,1718005914000,0,7,4,https://github.com/Graylog2/JadConfig,Graylog2,JadConfig,https://api.github.com/repos/Graylog2/JadConfig/languages,Java,True
1527,5235,533257,com.github.twalcari:syntaxhighlighterfx,com.github.twalcari:syntaxhighlighterfx:3.0.0,3.0.0,1533832224000,0,3,2,https://github.com/twalcari/syntaxhighlighterfx,twalcari,syntaxhighlighterfx,https://api.github.com/repos/twalcari/syntaxhighlighterfx/languages,Java,True
1528,5241,265386,com.streetcodevn:ntc-mongodb,com.streetcodevn:ntc-mongodb:1.0.1,1.0.1,1593055544000,0,5,5,https://github.com/congnghia0609/ntc-mongodb/tree/master,congnghia0609,ntc-mongodb,https://api.github.com/repos/congnghia0609/ntc-mongodb/languages,Java,True
1529,5243,238136,com.microsoft.azure.network.v2020_07_01:azure-mgmt-network,com.microsoft.azure.network.v2020_07_01:azure-mgmt-network:1.0.0-beta,1.0.0-beta,1606794129000,0,6,2,scm:git:https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True
1530,5260,217341,com.tencentcloudapi:tencentcloud-sdk-java-asr,com.tencentcloudapi:tencentcloud-sdk-java-asr:3.1.1083,3.1.1083,1723796467000,0,1,1,https://github.com/TencentCloud/tencentcloud-sdk-java,TencentCloud,tencentcloud-sdk-java,https://api.github.com/repos/TencentCloud/tencentcloud-sdk-java/languages,Java,True
1531,5261,3144,com.helger:ph-web-parent-pom,com.helger:ph-web-parent-pom:9.2.0,9.2.0,1590402049000,0,3,1,http://github.com/phax/ph-web,phax,ph-web,https://api.github.com/repos/phax/ph-web/languages,Java,True
1532,5272,235629,com.microsoft.azure.appservice.v2018_02_01:azure-mgmt-appservice,com.microsoft.azure.appservice.v2018_02_01:azure-mgmt-appservice:1.0.0-beta-1,1.0.0-beta-1,1581654729000,0,6,2,scm:git:https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True
1533,5281,481573,io.wcm.caravan:io.wcm.caravan.commons.stream,io.wcm.caravan:io.wcm.caravan.commons.stream:1.1.0,1.1.0,1455316735000,0,11,1,https://github.com/wcm-io-caravan/caravan-commons,wcm-io-caravan,caravan-commons,https://api.github.com/repos/wcm-io-caravan/caravan-commons/languages,Java,True
1534,5284,107417,com.github.binarywang.tools:java-generator,com.github.binarywang.tools:java-generator:1.0.0,1.0.0,1486611305000,0,6,3,https://github.com/binarywang/java-generator,binarywang,java-generator,https://api.github.com/repos/binarywang/java-generator/languages,Java,True
1535,5286,208894,cc.kebei:onion-expands-shell,cc.kebei:onion-expands-shell:3.0.6,3.0.6,1593335123000,0,3,2,https://github.com/keqingyuan/onion-expands/${project.artifactId},keqingyuan,onion-expands,https://api.github.com/repos/keqingyuan/onion-expands/languages,Java,True
1536,5290,179605,org.tbwork.anole:anole-loader,org.tbwork.anole:anole-loader:1.2.9,1.2.9,1552278064000,0,5,3,https://github.com/tbwork/anole-loader,tbwork,anole-loader,https://api.github.com/repos/tbwork/anole-loader/languages,Java,True
1537,5293,18415,com.microsoft.azure.signalrservice-2018-03-01-preview:azure-mgmt-signalr,com.microsoft.azure.signalrservice-2018-03-01-preview:azure-mgmt-signalr:1.0.0-beta,1.0.0-beta,1525807186000,0,6,2,scm:git:https://github.com/Azure/azure-libraries-for-java,Azure,azure-libraries-for-java,https://api.github.com/repos/Azure/azure-libraries-for-java/languages,Java,True
1538,5294,535567,org.yamj:api-common,org.yamj:api-common:2.1,2.1,1489657952000,0,2,2,scm:git:git@github.com:YAMJ/api-common,YAMJ,api-common,https://api.github.com/repos/YAMJ/api-common/languages,Java,True
1540,5298,447064,com.github.venkatramanm.swf-all:swf-plugin-slideshow,com.github.venkatramanm.swf-all:swf-plugin-slideshow:2.11,2.11,1651000542000,0,1,1,https://github.com/venkatramanm/swf-plugin-slideshow/tree/master,venkatramanm,swf-plugin-slideshow,https://api.github.com/repos/venkatramanm/swf-plugin-slideshow/languages,Java,True
1541,5299,9420,com.google.api.grpc:proto-google-cloud-dialogflow-v2,com.google.api.grpc:proto-google-cloud-dialogflow-v2:4.54.0,4.54.0,1724286598000,2,12,12,https://github.com/googleapis/google-cloud-java,googleapis,google-cloud-java,https://api.github.com/repos/googleapis/google-cloud-java/languages,Java,True
1542,5304,245265,io.github.lhogie:jaseto,io.github.lhogie:jaseto:0.0.1,0.0.1,1661266618000,0,1,1,https://github.com/lhogie/toools,lhogie,toools,https://api.github.com/repos/lhogie/toools/languages,Java,True
1543,5306,440059,org.terracotta:statistics,org.terracotta:statistics:2.1.3,2.1.3,1722268912000,0,7,1,https://github.com/Terracotta-OSS/statistics,Terracotta-OSS,statistics,https://api.github.com/repos/Terracotta-OSS/statistics/languages,Java,True
1544,5308,141236,com.jwebmp.jpms.jackson.core:jackson-databind,com.jwebmp.jpms.jackson.core:jackson-databind:0.68.0.1,0.68.0.1,1565351432000,0,5,2,http://github.com/FasterXML/jackson-databind,FasterXML,jackson-databind,https://api.github.com/repos/FasterXML/jackson-databind/languages,Java,True
1545,5310,249124,com.github.museadmin:infinite-state-machine-core-action-pack,com.github.museadmin:infinite-state-machine-core-action-pack:1.1.10,1.1.10,1586546536000,0,11,10,https://github.com/museadmin/infinite-state-machine-core-action-pack,museadmin,infinite-state-machine-core-action-pack,https://api.github.com/repos/museadmin/infinite-state-machine-core-action-pack/languages,Java,True
1546,5320,121732,com.yubico:u2flib-server-parent,com.yubico:u2flib-server-parent:0.19.12,0.19.12,1657120744000,0,5,2,scm:git:git://github.com/Yubico/java-u2flib-server.git,Yubico,java-u2flib-server,https://api.github.com/repos/Yubico/java-u2flib-server/languages,Java,True
